Time	heave [m]	DQF [-]	FQF [-]
2024-11-16T00:16:49.729Z	 0.1033	1011111110000000	1
2024-11-16T00:16:50.119Z	-0.2422	1011111110000000	1
2024-11-16T00:16:50.509Z	-0.7190	1011111110000000	1
2024-11-16T00:16:50.899Z	-0.8020	1011111110000000	1
2024-11-16T00:16:51.289Z	-0.6112	1011111110000000	1
2024-11-16T00:16:51.679Z	-0.2351	1011111110000000	1
2024-11-16T00:16:52.069Z	-0.0775	1011111110000000	1
2024-11-16T00:16:52.459Z	 0.4206	1011111110000000	1
2024-11-16T00:16:52.849Z	 0.7971	1011111110000000	1
2024-11-16T00:16:53.239Z	 0.6606	1011111110000000	1
2024-11-16T00:16:53.629Z	 0.6679	1011111110000000	1
2024-11-16T00:16:54.019Z	 0.3838	1011111110000000	1
2024-11-16T00:16:54.409Z	 0.0458	1011111110000000	1
2024-11-16T00:16:54.799Z	-0.3326	1011111110000000	1
2024-11-16T00:16:55.189Z	-0.3005	1011111110000000	1
2024-11-16T00:16:55.579Z	-0.5565	1011111110000000	1
2024-11-16T00:16:55.969Z	-0.9240	1011111110000000	1
2024-11-16T00:16:56.359Z	-0.7751	1011111110000000	1
2024-11-16T00:16:56.749Z	-0.7441	1011111110000000	1
2024-11-16T00:16:57.139Z	-0.3747	1011111110000000	1
2024-11-16T00:16:57.529Z	-0.1424	1011111110000000	1
2024-11-16T00:16:57.919Z	 0.1427	1011111110000000	1
2024-11-16T00:16:58.309Z	 0.4591	1011111110000000	1
2024-11-16T00:16:58.699Z	 0.6252	1011111110000000	1
2024-11-16T00:16:59.089Z	 1.4451	1011111110000000	1
2024-11-16T00:16:59.470Z	 1.3597	1011111110000000	1
2024-11-16T00:16:59.860Z	 1.5724	1011111110000000	1
2024-11-16T00:17:00.250Z	 1.2054	1011111110000000	1
2024-11-16T00:17:00.640Z	 0.5822	1011111110000000	1
2024-11-16T00:17:01.030Z	-0.0787	1011111110000000	1
2024-11-16T00:17:02.740Z	-1.2621	1011111110000000	1
2024-11-16T00:17:03.050Z	-0.8154	1011111110000000	1
2024-11-16T00:17:03.360Z	-0.8522	1011111110000000	1
2024-11-16T00:17:03.670Z	-0.3088	1011111110000000	1
2024-11-16T00:17:03.980Z	 0.2220	1011111110000000	1
2024-11-16T00:17:04.290Z	 0.4028	1011111110000000	1
2024-11-16T00:17:04.600Z	 0.7554	1011111110000000	1
2024-11-16T00:17:04.910Z	 0.7370	1011111110000000	1
2024-11-16T00:17:05.220Z	 0.8082	1011111110000000	1
2024-11-16T00:17:05.530Z	 0.8720	1011111110000000	1
2024-11-16T00:17:05.840Z	 0.6878	1011111110000000	1
2024-11-16T00:17:06.150Z	 0.6941	1011111110000000	1
2024-11-16T00:17:06.490Z	 0.7244	1011111110000000	1
2024-11-16T00:17:06.880Z	 0.4521	1011111110000000	1
2024-11-16T00:17:07.270Z	 0.0165	1011111110000000	1
2024-11-16T00:17:07.660Z	-0.2774	1011111110000000	1
2024-11-16T00:17:08.050Z	-0.1778	1011111110000000	1
2024-11-16T00:17:08.440Z	-0.3818	1011111110000000	1
2024-11-16T00:17:08.830Z	-0.3545	1011111110000000	1
2024-11-16T00:17:09.220Z	-0.1050	1011111110000000	1
2024-11-16T00:17:09.610Z	-0.0065	1011111110000000	1
2024-11-16T00:17:10.000Z	 0.1010	1011111110000000	1
2024-11-16T00:17:10.390Z	 0.1747	1011111110000000	1
2024-11-16T00:17:10.780Z	-0.2489	1011111110000000	1
2024-11-16T00:17:11.170Z	-0.1261	1011111110000000	1
2024-11-16T00:17:11.560Z	 0.1823	1011111110000000	1
2024-11-16T00:17:11.950Z	 0.3545	1011111110000000	1
2024-11-16T00:17:12.340Z	 0.3471	1011111110000000	1
2024-11-16T00:17:12.730Z	 0.1815	1011111110000000	1
2024-11-16T00:17:13.120Z	 0.0969	1011111110000000	1
